transaction_id,product_name,product_category,quantity,unit_price,total_price,customer_name,customer_email,purchase_date,payment_method,City,Order_status
553,Pumpkin Puree,Food - Canned Goods,78,41.68,842.59,Alexander O' Dooley,aofc@jigsy.com,11/12/2021,PayPal,Ahmedabad,cancelled
554,Adjustable Dumbbells,Fitness,7,2.98,799.26,Kerrill McNiff,kmcnifffd@wordpress.org,2/24/2025,credit card,Ahmedabad,refunded
555,Pretzel Bites,Food - Snacks,55,50.92,606.33,Cornie Briat,cbriatfe@ted.com,3/21/2020,Cash,Hyderabad,shipped
556,Granola Cereal,Food - Breakfast,63,22.17,529.05,Morgana Loudyan,mloudyanff@exblog.jp,4/29/2021,Cash,Pune,refunded
557,Organic Baby Carrots,Food - Fresh Produce,31,69.01,551.31,Dalila Jeannard,djeannardfg@facebook.com,5/17/2023,credit card,Lucknow,refunded
558,Stainless Steel Straws,Kitchen,100,11.98,6.23,Eloisa Doonican,edoonicanfh@gnu.org,6/1/2023,Apple Pay,Chennai,shipped
559,Black Bean Soup,Food - Soups,83,21.09,198.36,Frederik Gornal,fgornalfi@quantcast.com,4/30/2024,Apple Pay,Bangalore,backordered
560,Aged White Cheddar Popcorn,Food - Snacks,34,6.52,427.6,Glad Daldan,gdaldanfj@redcross.org,7/12/2022,Google Pay,Jaipur,delivered
561,Mesh Sports Leggings,Clothing - Activewear,43,77.4,449.18,Angeline Mersh,amershfk@homestead.com,12/20/2020,PayPal,Kolkata,delivered
562,Pet First Aid Kit,Pets,20,86.69,658.56,Burnard Tomaello,btomaellofl@usgs.gov,11/16/2025,Cash,Hyderabad,on hold
563,Bike Repair Tool Kit,Outdoor,62,43.44,438.77,Chaim Summerlee,csummerleefm@yellowbook.com,2/16/2026,Gift card,Chennai,shipped
564,Luxury Bathrobe,Clothing,43,16.19,908.24,Chevy Kyteley,ckyteleyfn@seesaa.net,8/2/2026,Google Pay,Mumbai,delivered
565,Folding Pocket Knife,Tools,98,48.43,258.9,Craggie Flucker,cfluckerfo@huffingtonpost.com,2/22/2024,Google Pay,Bangalore,on hold
566,Portable Ice Maker,Kitchen,5,9.34,419.17,Aylmar Cremen,acremenfp@google.es,5/14/2024,Gift card,Kolkata,delivered
567,Compact Folding Table,Outdoor,76,22.98,470.47,Brandyn Elsbury,belsburyfq@cisco.com,6/1/2025,Apple Pay,Hyderabad,refunded
568,Kitchen Scale,Kitchen,61,95.66,704.55,Aubrey Ruilton,aruiltonfr@npr.org,9/6/2025,Cash,Bangalore,backordered
569,Reusable Snack Bags,Kitchen,78,6.21,170.86,Dianemarie Mebius,dmebiusfs@furl.net,7/5/2025,Gift card,Mumbai,cancelled
570,Computer Monitor Stand,Office,23,44.57,253.83,Hagan Flanaghan,hflanaghanft@toplist.cz,8/5/2023,Google Pay,Pune,refunded
571,Quinoa & Black Bean Salad,Food - Salads,17,52.48,372.47,Rose Gatecliff,rgateclifffu@feedburner.com,8/28/2023,PayPal,Mumbai,cancelled
572,Classic Leather Wallet,Clothing - Accessories,66,8.71,699.71,Milt Velden,mveldenfv@state.gov,4/16/2022,credit card,Delhi,shipped
573,Puff Pastry,Food - Bakery,46,29.69,923.99,Kincaid Petters,kpettersfw@php.net,3/19/2022,credit card,Chennai,on hold
574,Paint By Numbers Kit,Art Supplies,74,93.98,784.01,Betsy Dyball,bdyballfx@hostgator.com,7/24/2025,Gift card,Chennai,shipped
575,Chocolate Mint Thins,Food - Snacks,63,59.92,247.68,Francklin Limpertz,flimpertzfy@cisco.com,3/4/2024,PayPal,Delhi,processing
576,Compact Refrigerator,Home Appliances,38,83.55,997.6,Hyacinthie Chasmor,hchasmorfz@arizona.edu,5/6/2023,PayPal,Ahmedabad,processing
577,Herbal Tea Infuser,Kitchen,18,17.55,151.05,Lucienne Scothern,lscotherng0@theatlantic.com,1/30/2025,Google Pay,Mumbai,delivered
578,Fruit & Nut Trail Mix,Food - Snacks,68,3.29,595.58,Lucas Slimming,lslimmingg1@pinterest.com,8/23/2025,credit card,Hyderabad,backordered
579,Kettle BBQ Grill,Outdoor,15,94.21,357.2,Veronike Oldnall,voldnallg2@artisteer.com,6/3/2023,Apple Pay,Bangalore,returned
580,Chili Lime Corn Chips,Food - Snacks,100,97.04,793.11,Annadiana Fysh,afyshg3@example.com,3/16/2024,credit card,Bangalore,shipped
581,Savory Oatmeal Cups,Food - Breakfast,17,4.15,761.8,Letti Paolacci,lpaolaccig4@linkedin.com,1/25/2025,Gift card,Kolkata,delivered
582,Field Journal,Books,69,88.18,124.3,Bianca Avrahm,bavrahmg5@opera.com,5/14/2026,Google Pay,Pune,returned
583,Automatic Pet Feeder,Pets,83,98.94,927.12,Belva Heiner,bheinerg6@pagesperso-orange.fr,5/31/2020,credit card,Pune,processing
584,Pumpkin Puree,Food - Canned Goods,21,36.92,897.06,Janela Hainning,jhainningg7@wunderground.com,7/8/2020,Cash,Hyderabad,on hold
585,Dog Waste Bag Dispenser,Pets,61,32.63,512.75,Trescha Batting,tbattingg8@ftc.gov,12/3/2020,Google Pay,Hyderabad,completed
586,Quality Chef Apron,Kitchen,61,50.36,336.7,Mabel Lerohan,mlerohang9@webs.com,6/17/2025,credit card,Pune,delivered
587,Granulated Sugar,Food - Baking,5,28.45,211.74,Jerri Colborn,jcolbornga@hubpages.com,8/18/2022,Cash,Hyderabad,returned
588,Chickpea Pancakes,Food - Frozen,48,36.85,99.24,Stanton Cayton,scaytongb@photobucket.com,3/18/2020,Cash,Bangalore,refunded
589,Organic Honeycrisp Apples,Food - Fruits,37,43.18,339.55,Elaine Folger,efolgergc@fema.gov,2/16/2026,PayPal,Jaipur,processing
590,Potato Wedge Seasoning,Food - Condiments,66,8.01,492.17,Franklyn Ebi,febigd@usgs.gov,3/12/2024,Google Pay,Jaipur,refunded
591,Home Karaoke System,Audio,98,73.85,419.63,Skelly Turpin,sturpinge@ihg.com,9/22/2022,Gift card,Bangalore,delivered
592,Spinach and Feta Stuffed Chicken Breast,Food - Meat,97,41.24,693.58,Hamlin Piddington,hpiddingtongf@reuters.com,12/19/2026,Gift card,Mumbai,completed
593,Stuffed Peppers with Quinoa,Food - Prepared Meals,21,44.85,975.4,Yasmeen Tandey,ytandeygg@wikia.com,3/19/2023,Google Pay,Lucknow,refunded
594,Children's Musical Instrument Set,Toys,12,29.12,244.31,Tybalt Brunsden,tbrunsdengh@soup.io,10/24/2026,Apple Pay,Chennai,completed
595,Induction Cooktop,Kitchen,50,63.74,673.45,Ibrahim Cardwell,icardwellgi@hp.com,11/7/2025,PayPal,Pune,processing
596,Sesame Oil,Food - Oils & Vinegars,26,84.93,186.28,Alta Chellenham,achellenhamgj@delicious.com,11/16/2021,Google Pay,Mumbai,delivered
597,Coconut Oil Spray,Food - Cooking Oils,100,87.96,586.67,Sigmund Wharby,swharbygk@ycombinator.com,6/13/2024,Cash,Pune,cancelled
598,Almond Milk Yogurt,Food - Dairy Alternatives,99,80.56,134.97,Laurent Antonoczyk,lantonoczykgl@marketwatch.com,2/6/2025,Google Pay,Ahmedabad,backordered
599,Oven-Baked Cheese Crisps,Food - Snacks,80,78.33,798.62,Dominica Axtens,daxtensgm@narod.ru,9/21/2026,PayPal,Chennai,returned
600,Berry Smoothie Mix,Food - Frozen Foods,26,63.6,682.76,Zita Stanney,zstanneygn@tamu.edu,6/27/2026,PayPal,Mumbai,backordered
601,French Bread,Food - Bakery,23,68.65,155.26,Charley Vakhrushev,cvakhrushevgo@blinklist.com,9/29/2026,PayPal,Hyderabad,backordered
602,Protein Bar Variety Pack,Food - Snacks,20,52.5,225.43,Rhetta Burnett,rburnettgp@theguardian.com,2/6/2025,credit card,Lucknow,backordered
603,Coconut Bowls Set,Kitchen,85,9.86,434.14,Feodora Banbridge,fbanbridgegq@smh.com.au,1/16/2021,Apple Pay,Bangalore,pending
604,Pumpkin Spice Coffee,Food - Beverages,51,82.48,912.82,Nita Stollhofer,nstollhofergr@networkadvertising.org,9/20/2022,credit card,Ahmedabad,pending
605,Honey Garlic Sauce,Food - Sauces,41,55.14,264.3,Randee De Mico,rdegs@ask.com,6/26/2023,credit card,Jaipur,delivered
606,Wireless Charger Stand,Electronics,31,41.55,326.79,Amelina Suddell,asuddellgt@github.io,2/8/2026,Apple Pay,Ahmedabad,completed
607,Guitar Tuner,Music,99,66.58,357.65,Alistair Hurburt,ahurburtgu@mlb.com,9/29/2020,Cash,Pune,backordered
608,Teriyaki Tofu Stir-Fry,Food - Prepared Meals,93,99.36,516.47,Forbes Ghioni,fghionigv@ocn.ne.jp,7/28/2023,PayPal,Lucknow,pending
609,Honey Lemon Tea,Food - Beverages,54,19.24,579.34,Flore Diego,fdiegogw@psu.edu,2/14/2022,Gift card,Lucknow,completed
610,Pork Tenderloin,Food - Meat,61,49.72,499.72,Marian Daverin,mdaveringx@delicious.com,10/14/2023,Cash,Ahmedabad,backordered
611,Wall Calendar,Home,90,75.15,87.33,Hieronymus Caustick,hcaustickgy@goodreads.com,10/2/2026,Gift card,Bangalore,cancelled
612,Sweet Chili Thai Sauce,Food - Condiments,39,40.77,322.92,Gretchen Wildman,gwildmangz@ca.gov,11/11/2025,Apple Pay,Hyderabad,returned
613,Cookbook,Books,7,96.99,237.34,Alfredo Juanico,ajuanicoh0@nationalgeographic.com,11/11/2026,Apple Pay,Jaipur,pending
614,Smashed Avocado with Lime,Food - Condiments,25,99.77,194.6,Lion Forton,lfortonh1@myspace.com,3/11/2022,Google Pay,Hyderabad,on hold
615,Wooden Kitchen Utensil Set,Kitchen,88,56.37,45.54,Gaspar Rubbert,grubberth2@psu.edu,8/7/2025,PayPal,Mumbai,returned
616,Creamy Coleslaw Mix,Food - Produce,45,11.22,594.7,Tiphany Mullinger,tmullingerh3@taobao.com,10/18/2023,Apple Pay,Pune,cancelled
617,Chipotle Sauce,Food - Condiments,90,79.94,625.2,Jermaine Disbury,jdisburyh4@cdc.gov,5/5/2021,Gift card,Ahmedabad,shipped
618,Adjustable Bar Stools,Furniture,70,24.27,105.2,Roxane Hearnshaw,rhearnshawh5@cloudflare.com,1/7/2026,credit card,Chennai,refunded
619,Sustainable Wooden Toys,Toys,78,45.1,65.87,Masha Radnage,mradnageh6@yellowbook.com,12/2/2020,PayPal,Lucknow,processing
620,Lemonade Mix,Food - Beverages,70,55.99,23.77,Caresse Olek,colekh7@techcrunch.com,4/13/2022,PayPal,Mumbai,backordered
621,Freestanding Wine Rack,Home,79,53.01,295.63,Magda Cameli,mcamelih8@goo.ne.jp,5/7/2021,PayPal,Delhi,returned
622,Maple Pecan Pancake Mix,Food - Breakfast,27,62.35,289.2,Arluene Bools,aboolsh9@zdnet.com,5/29/2025,Cash,Mumbai,completed
623,Mushroom Soup (canned),Food - Canned Goods,49,15.56,403.11,Morgana Swansborough,mswansboroughha@google.cn,8/14/2020,Cash,Mumbai,completed
624,Electronic Drum Kit,Music,94,48.29,306.98,Hadrian Bygott,hbygotthb@mediafire.com,8/3/2023,PayPal,Jaipur,returned
625,Portable Phone Mug Holder,Automotive,39,77.41,362.43,Zedekiah Candelin,zcandelinhc@dagondesign.com,1/10/2024,PayPal,Chennai,processing
626,Reversible Swimming Pool Lounger,Outdoor,19,79.96,318.13,Carlie Fines,cfineshd@wix.com,8/21/2020,PayPal,Ahmedabad,delivered
627,Teriyaki Chicken Skewers,Food - Meat,15,77.66,258.76,Velma Musto,vmustohe@rediff.com,2/21/2024,Gift card,Pune,shipped
628,Sweet Potato Tots,Food - Frozen Foods,36,50.73,181.71,Bronson Whetnall,bwhetnallhf@nhs.uk,12/10/2023,Apple Pay,Mumbai,cancelled
629,Active Racerback Tank,Clothing - Tops,22,82.98,802.45,Wileen Kibard,wkibardhg@nps.gov,3/24/2026,Apple Pay,Bangalore,refunded
630,Garlic Herb Seasoning,Food - Spices,61,12.13,564.81,Sheba Nardi,snardihh@harvard.edu,12/3/2023,Cash,Lucknow,on hold
631,Flavored Rice Cakes,Food - Snacks,55,32.6,803.01,Lorita Binner,lbinnerhi@wikia.com,2/19/2020,credit card,Pune,returned
632,Almond Joy Snack Bars,Food - Snacks,25,69.48,197.41,Barthel Ogglebie,bogglebiehj@fastcompany.com,1/26/2026,Apple Pay,Chennai,completed
633,Fruit & Nut Trail Mix,Food - Snacks,97,20.32,457.45,Ryley Whale,rwhalehk@sakura.ne.jp,5/16/2023,Google Pay,Pune,delivered
634,Jasmine Rice,Food - Grains,87,67.04,955.34,Bryn Squires,bsquireshl@symantec.com,11/12/2023,Apple Pay,Chennai,on hold
635,Wireless HDMI Transmitter,Electronics,69,32.69,556.99,Cinda Domenge,cdomengehm@patch.com,8/18/2025,PayPal,Bangalore,backordered
636,Car Escape Tool,Automotive,78,11.1,343.08,Nonie Dodimead,ndodimeadhn@nytimes.com,4/2/2024,credit card,Bangalore,pending
637,Organic Quinoa Chips,Food - Snacks,26,39.56,595.37,Terra Purches,tpurchesho@ftc.gov,7/31/2022,Cash,Hyderabad,delivered
638,Slim Wallet,Accessories,57,11.01,779.63,Kiley Sheddan,ksheddanhp@google.co.jp,10/3/2023,Google Pay,Kolkata,processing
639,Herbed Goat Cheese,Food - Cheese,61,26.82,954.43,Nestor Treharne,ntreharnehq@harvard.edu,10/29/2022,Gift card,Lucknow,processing
640,Brownie Bites,Food - Baked Goods,50,98.96,847.62,Thea Legerton,tlegertonhr@icq.com,12/27/2024,PayPal,Pune,on hold
641,Outdoor Adventure Backpack,Outdoor,76,94.36,895.56,Glenine Simonot,gsimonoths@facebook.com,7/4/2022,Gift card,Chennai,cancelled
642,Organic Tomato Ketchup,Food - Condiments,37,29.2,505.48,Lydie Stennet,lstennetht@cbsnews.com,11/20/2026,Apple Pay,Hyderabad,delivered
643,Cranberry Almond Cookies,Food - Bakery,62,95.01,27.49,Gretta Alonso,galonsohu@sogou.com,12/7/2026,Gift card,Pune,returned
644,Streaming Device,Electronics,14,62.4,905.43,Marcel Matushenko,mmatushenkohv@goo.gl,7/16/2022,PayPal,Kolkata,completed
645,Nut Mix,Food - Snacks,21,3.89,314.46,Hedi Riccio,hricciohw@diigo.com,9/6/2024,Google Pay,Kolkata,processing
646,Belted Trench Coat,Clothing - Outerwear,10,9.41,30.88,Genni Lawrenz,glawrenzhx@unblog.fr,12/23/2021,credit card,Mumbai,processing
647,Fitness Balance Ball,Fitness,96,45.45,796.23,Anallise Gommery,agommeryhy@epa.gov,8/5/2021,Apple Pay,Pune,completed
648,Jennifer's Amazing Lip Balm Kit,Beauty,100,88.47,383.6,Mirabel Maggiore,mmaggiorehz@tamu.edu,1/12/2025,Gift card,Mumbai,pending
649,High-Speed Hand Blender,Kitchen,79,1.09,320.28,Basilio Prestland,bprestlandi0@yellowpages.com,9/24/2021,Gift card,Kolkata,pending
650,Tropical Fruit Bowl,Food - Snacks,74,85.37,96.82,Amelina McRannell,amcrannelli1@netscape.com,11/2/2021,PayPal,Bangalore,backordered
651,Eco-Friendly Yoga Mat,Fitness,74,53.43,952.19,Garrek MacConnel,gmacconneli2@mashable.com,10/24/2023,credit card,Mumbai,processing
652,Adjustable Dog Harness,Pets,76,98.75,782.3,Karolina Wolfers,kwolfersi3@mayoclinic.com,4/25/2024,Gift card,Hyderabad,returned
653,Fishing Rod,Outdoor,67,37.32,141.43,Jo-ann Hartright,jhartrighti4@com.com,1/17/2023,Cash,Bangalore,delivered
654,Kale Salad with Lemon Dressing,Food - Salads,60,70.88,31.01,Sioux Gurner,sgurneri5@list-manage.com,8/27/2024,PayPal,Bangalore,pending
655,Rolling Cooler,Outdoor,65,70.43,701.31,Tiebout Jiranek,tjiraneki6@hubpages.com,12/28/2024,credit card,Lucknow,pending
656,Almond Flour Biscuits,Food - Bakery,76,31.57,956.37,Clary Heamus,cheamusi7@toplist.cz,9/19/2024,credit card,Mumbai,delivered
657,Sesame Garlic Stir-Fry Sauce,Food - Sauces,51,61.51,15.06,Dorthea Drummer,ddrummeri8@creativecommons.org,6/10/2023,PayPal,Lucknow,on hold
658,Compact Portable Grill,Outdoor,12,96.1,768.02,Coralyn De Lorenzo,cdei9@answers.com,9/5/2026,Google Pay,Mumbai,pending
659,Shatterproof Wine Glasses,Outdoor,93,22.14,277.75,Lanita Wenban,lwenbania@elpais.com,4/7/2026,PayPal,Jaipur,completed
660,Classic Leather Wallet,Clothing - Accessories,74,24.01,764.54,Barde Hinrich,bhinrichib@hexun.com,8/19/2021,PayPal,Bangalore,backordered
661,Asian Stir-Fry Vegetables,Food - Frozen Foods,50,78.52,63.07,Ertha Michell,emichellic@oakley.com,1/14/2026,Cash,Mumbai,on hold
662,Honey Sesame Chicken,Food - Frozen Food,23,43.33,447.65,Redford Gallgher,rgallgherid@dedecms.com,2/9/2026,Cash,Lucknow,returned
663,Glass Food Containers,Kitchen,99,23.56,178.52,Odelia Sigsworth,osigsworthie@rambler.ru,3/2/2025,credit card,Hyderabad,shipped
664,Compact Shoe Rack,Home,99,90.66,800.95,Gothart Blackden,gblackdenif@vk.com,1/26/2022,Cash,Hyderabad,shipped
665,Solar Power Bank,Electronics,89,82.55,191.11,Talya Soall,tsoallig@github.com,7/7/2021,Cash,Bangalore,pending
666,Thai Red Curry Paste,Food - Condiments,38,26.0,667.46,Pippo Gyppes,pgyppesih@godaddy.com,9/10/2024,Gift card,Bangalore,pending
667,Vegan Protein Powder,Health,36,71.88,891.66,Adrianne Grichukhanov,agrichukhanovii@yandex.ru,7/5/2021,Gift card,Mumbai,delivered
668,Pita Bread,Food - Bakery,32,9.7,469.82,Shela Whiteson,swhitesonij@barnesandnoble.com,7/16/2020,Google Pay,Hyderabad,backordered
669,LED Strip Lights,Home,100,13.59,430.73,Elysee Clardge,eclardgeik@a8.net,5/28/2023,Google Pay,Kolkata,refunded
670,Tuscan Bean Soup,Food - Canned Goods,25,74.97,131.03,Hynda Avon,havonil@cnbc.com,8/8/2020,Cash,Jaipur,backordered
671,Beef Chili,Food - Canned Goods,54,9.63,181.28,Clark Tegler,cteglerim@japanpost.jp,8/10/2020,Cash,Ahmedabad,pending
672,Spicy Tuna Rolls,Food - Seafood,22,56.21,581.89,Zara Wilshaw,zwilshawin@upenn.edu,11/13/2024,Cash,Mumbai,processing
673,Ethically-Sourced Coffee Beans,Food - Beverages,75,67.68,206.64,Frederico Say,fsayio@cnbc.com,7/11/2023,Google Pay,Lucknow,refunded
674,Chia Seed Pudding,Food - Snacks,34,25.45,709.99,Jilly Walter,jwalterip@a8.net,3/10/2023,Google Pay,Hyderabad,returned
675,Heavy-Duty Utility Tote,Accessories,98,16.66,994.85,Darrel Clemenza,dclemenzaiq@yolasite.com,4/2/2024,credit card,Mumbai,backordered
676,Water-Resistant Bluetooth Speaker,Audio,67,25.08,103.71,Cynde Westell,cwestellir@hao123.com,6/8/2026,Cash,Mumbai,on hold
677,Organic Brown Sugar,Food - Baking,76,44.82,436.94,Vally Bowne,vbowneis@smh.com.au,7/12/2025,Gift card,Bangalore,completed
678,Kids' Outdoor Explorer Kit,Toys,34,97.3,937.3,Mickie Evason,mevasonit@usnews.com,1/12/2020,Apple Pay,Lucknow,pending
679,Spinach and Cheese Stuffed Shells,Food - Frozen Meals,83,50.99,463.16,Carolee Faulds,cfauldsiu@mozilla.org,7/31/2021,Apple Pay,Mumbai,refunded
680,Pumpkin Ice Cream,Food - Frozen Foods,2,31.52,97.42,Ethel Rummin,erumminiv@networksolutions.com,2/17/2024,Apple Pay,Ahmedabad,backordered
681,Pet Training Pads,Pets,61,17.78,542.94,Nellie McLeary,nmclearyiw@blogspot.com,8/6/2022,Gift card,Kolkata,on hold
682,Pasta Salad Kit,Food - Prepared Foods,71,7.18,670.52,Ive Chiese,ichieseix@xing.com,7/7/2021,Apple Pay,Lucknow,backordered
683,Sweet Potato Fries,Food - Frozen Foods,100,12.46,7.16,Lesya Juggings,ljuggingsiy@skyrock.com,11/9/2024,Google Pay,Chennai,on hold
684,Sliced Cucumbers,Food - Produce,50,92.64,20.95,Immanuel Talton,italtoniz@merriam-webster.com,4/20/2022,credit card,Lucknow,refunded
685,Olive Oil,Food - Condiments,90,21.47,454.31,Sean Seiler,sseilerj0@dmoz.org,10/23/2024,credit card,Bangalore,on hold
686,Canned Black Beans,Food - Canned Goods,20,8.09,364.05,Romonda Raggles,rragglesj1@businessweek.com,6/13/2023,PayPal,Ahmedabad,delivered
687,Electric Heat Press Machine,Crafts,51,94.68,406.69,Dewitt Treleven,dtrelevenj2@twitpic.com,4/15/2026,Cash,Jaipur,refunded
688,Pumpkin Spice Latte Mix,Food - Beverages,37,35.19,362.99,Nicky Turbayne,nturbaynej3@un.org,7/25/2026,Gift card,Hyderabad,delivered
689,Kids' Art Easel,Toys,48,63.65,848.65,Marrilee Brookzie,mbrookziej4@360.cn,5/9/2026,Apple Pay,Bangalore,cancelled
690,Electric Rice Cooker with Steamer,Kitchen,76,47.15,672.36,Mora Dugdale,mdugdalej5@reverbnation.com,5/15/2026,credit card,Pune,shipped
691,Chickpea Pancakes,Food - Frozen,30,68.48,975.24,Alyse Raynton,arayntonj6@nature.com,4/1/2023,Google Pay,Ahmedabad,backordered
692,Mango Salsa,Food - Condiments,58,69.66,859.15,Henry Scothorn,hscothornj7@cloudflare.com,7/3/2025,Apple Pay,Kolkata,delivered
693,Apple Cinnamon Granola,Food - Breakfast,34,47.44,820.81,Paddie Robez,probezj8@ask.com,8/14/2023,Apple Pay,Ahmedabad,returned
694,Beet Salad,Food - Prepared Foods,54,85.21,268.87,Doro Kofax,dkofaxj9@cbsnews.com,1/13/2022,credit card,Pune,processing
695,Arcade Game Machine,Gaming,94,37.45,534.65,Olivia Anfossi,oanfossija@drupal.org,5/22/2021,Cash,Mumbai,pending
696,Wine Glasses,Home,50,9.55,871.77,Karola Wilber,kwilberjb@shutterfly.com,12/20/2024,PayPal,Pune,refunded
697,Fire Roasted Salsa,Food - Condiments,60,69.62,701.09,Frans Weth,fwethjc@about.me,5/10/2024,Cash,Jaipur,refunded
698,Electric Heat Press Machine,Crafts,29,3.62,411.61,Dehlia Fabbro,dfabbrojd@comsenz.com,3/2/2023,Apple Pay,Hyderabad,cancelled
699,Home Karaoke System,Audio,49,14.79,442.48,Berti Donnell,bdonnellje@hc360.com,9/18/2020,PayPal,Mumbai,cancelled
700,Smart Water Bottle with Hydration Reminder,Fitness,65,6.64,758.58,Wendy Draisey,wdraiseyjf@barnesandnoble.com,4/21/2025,credit card,Jaipur,delivered
701,Wine Decanter,Home,94,89.35,868.3,Viviana Kareman,vkaremanjg@seesaa.net,2/5/2020,Gift card,Ahmedabad,completed
702,Eco-Friendly Cleaning Cloths,Home,44,74.3,579.01,Lacie Chucks,lchucksjh@bloglines.com,8/31/2021,Gift card,Delhi,processing
703,Fleece Throw Blanket,Home,8,48.38,402.71,Melisenda Heys,mheysji@paypal.com,1/15/2025,Cash,Mumbai,delivered
704,Classic Vanilla Fudge,Food - Desserts,54,28.11,871.13,Melvin Cackett,mcackettjj@narod.ru,4/12/2021,Google Pay,Bangalore,returned
705,Buffalo Wing Sauce,Food - Condiments,14,17.16,48.3,Robyn Ghion,rghionjk@yellowpages.com,7/29/2024,PayPal,Mumbai,refunded
706,Faux Fur Throw Blanket,Home,4,92.04,445.13,Hettie Ashlee,hashleejl@meetup.com,3/18/2026,Google Pay,Chennai,completed
707,Apple Cinnamon Oatmeal,Food - Breakfast,64,93.78,733.6,Christiana Yakubovics,cyakubovicsjm@prweb.com,3/24/2026,Apple Pay,Mumbai,completed
708,Organic Coconut Oil,Food - Oils,48,47.09,3.27,Aurelia Derye-Barrett,aderyebarrettjn@wisc.edu,10/16/2025,Gift card,Jaipur,pending
709,Buttermilk Pancakes,Food - Breakfast,5,77.45,227.15,Kitti Wixey,kwixeyjo@mashable.com,10/19/2020,Google Pay,Ahmedabad,shipped
710,Luxury Rolling Makeup Case,Beauty,22,44.24,584.8,Yasmeen Ash,yashjp@google.com,11/28/2026,Apple Pay,Mumbai,refunded
711,Almond Butter Granola Bars,Food - Snacks,19,52.15,505.82,Gustave Ivanets,givanetsjq@webeden.co.uk,11/11/2020,Gift card,Chennai,on hold
712,Kids' Gardening Kit,Toys,37,58.95,299.17,Ignace Charle,icharlejr@theglobeandmail.com,8/19/2023,Cash,Hyderabad,refunded
713,Fitness Tracker with Heart Rate Monitor,Fitness,99,82.74,548.66,Penn Gallemore,pgallemorejs@spotify.com,7/13/2026,Cash,Mumbai,returned
714,Handmade Soap Making Kit,Crafts,58,17.02,297.25,Saidee Woolager,swoolagerjt@un.org,3/17/2021,PayPal,Ahmedabad,delivered
715,Chipotle Seasoning Blend,Food - Spices,95,88.15,527.54,Rance Ratnege,rratnegeju@mashable.com,8/9/2025,Apple Pay,Lucknow,pending
716,Silicone Wine Glasses,Outdoor,90,27.76,197.06,Felic Trassler,ftrasslerjv@timesonline.co.uk,7/22/2021,Cash,Ahmedabad,refunded
717,Pecan Pie Filling,Food - Baking Goods,30,82.57,158.21,Odey Eastope,oeastopejw@buzzfeed.com,12/10/2020,Gift card,Bangalore,pending
718,Puffed Rice Cake,Food - Snacks,67,72.16,76.31,Aindrea Maddyson,amaddysonjx@ed.gov,7/7/2024,Gift card,Bangalore,pending
719,Lockable Bicycle Chain,Outdoor,12,48.62,164.02,Ginevra Dorwood,gdorwoodjy@mail.ru,6/7/2025,Google Pay,Chennai,returned
720,Coconut Bowls Set,Kitchen,89,45.95,252.3,Rosemonde Attrill,rattrilljz@yale.edu,1/3/2020,Gift card,Pune,completed
721,Sweet and Sour Sauce,Food - Condiments,25,17.36,895.46,Tamiko Kimbling,tkimblingk0@blog.com,11/9/2024,Gift card,Chennai,backordered
722,Pet Grooming Scissors,Pets,40,59.13,833.99,Hallie Puleque,hpulequek1@yellowbook.com,3/21/2023,Google Pay,Jaipur,refunded
723,Spinach Artichoke Dip,Food - Snacks,49,72.54,429.27,Yvon Plaschke,yplaschkek2@dailymail.co.uk,7/18/2026,PayPal,Bangalore,on hold
724,Dark Chocolate Raisins,Food - Snacks,42,41.44,426.67,Martica Passmore,mpassmorek3@hp.com,11/8/2026,Gift card,Pune,backordered
725,Belted Trench Coat,Clothing - Outerwear,32,29.47,1.51,Ulrich Wenden,uwendenk4@ted.com,2/23/2020,credit card,Kolkata,cancelled
726,Mango Sticky Rice Dessert,Food - Frozen Desserts,82,15.95,948.33,Enrichetta Staneland,estanelandk5@istockphoto.com,4/23/2025,PayPal,Ahmedabad,shipped
727,Body Wash,Beauty,100,66.03,889.01,Alonso Shire,ashirek6@booking.com,2/25/2022,PayPal,Delhi,returned
728,Scent Diffuser,Home,7,18.81,143.0,Beverly Darbyshire,bdarbyshirek7@fc2.com,9/4/2021,Google Pay,Jaipur,processing
729,Bluetooth Tracker,Accessories,12,76.36,171.94,Kaspar Meineck,kmeineckk8@feedburner.com,2/26/2026,PayPal,Ahmedabad,delivered
730,Satin Slip Dress,Clothing - Dresses,59,57.62,490.91,Garrott Camp,gcampk9@unicef.org,6/27/2023,Apple Pay,Hyderabad,backordered
731,Travel Jewelry Organizer,Accessories,61,52.69,458.32,Saleem Ottam,sottamka@people.com.cn,2/15/2021,credit card,Ahmedabad,processing
732,Dog Walking Waist Pack,Pets,78,77.83,654.21,Sibelle Pragnall,spragnallkb@disqus.com,5/14/2026,PayPal,Mumbai,processing
733,Creamy Avocado Dip,Food - Snacks,90,73.28,165.87,Daryn Swyn,dswynkc@princeton.edu,10/10/2021,PayPal,Chennai,refunded
734,Outdoor String Lights,Outdoor,70,84.53,952.5,Harrison Diviney,hdivineykd@cargocollective.com,7/2/2026,credit card,Hyderabad,on hold
735,Classic Caesar Salad Kit,Food - Salads,63,50.9,651.93,Laure Galland,lgallandke@umn.edu,6/5/2023,Google Pay,Ahmedabad,delivered
